Company Name,RIC,RIC1(ticker),delisted MM,delisted YY,ISIN,CUSIP,SEDOL
Polymetal International PLC,POLYP.L,POLYP,0,0,JE00BGT34J81,,BGT34J8
Secure Trust Bank PLC,STBS.L,STBS,0,0,JE00B6T5S470,,B6T5S47
EVRAZ plc,EVRE.L,EVRE,0,0,GB00B6TKHP66,,B6TKHP6
Worldlink Group PLC,WGP.L,WGP,0,0,GB00B71N6K86,,B71N6K8
Inspired PLC,INSEI.L,INSEI,0,0,GB00B3P21X12,,B74WB41
Hawkwing PLC,HNG.L,HNG,0,0,GB00BR2Q0V58,,BR2Q0V5
BBGI Global Infrastructure SA,BBGIB.L,BBGIB,0,0,GB00BLF0L315,,BLF0L31
Thames Ventures VCT 2 PLC,DA1Od.L,DA1Od,0,0,LU0686550053,,B6QWXM4
Belvoir Group PLC,BLVB.L,BLVB,0,0,GB00B6QPQ463,,B6QPQ46
Bank of Georgia Group PLC,BGEO.L,BGEO,0,0,GB00B4QY1P51,,B4QY1P5
Rockfire Resources PLC,ROCKR.L,ROCKR,0,0,GB00BF4HYT85,,BF4HYT8
Bushveld Minerals Ltd,BMNB.L,BMNB,0,0,GB00B42TN250,,B42TN25
Eden Research PLC,EDENE.L,EDENE,0,0,GG00B4TM3943,,B4TM394
Deltic Energy PLC,DELT.L,DELT,0,0,GB0001646941,,0164694
WANdisco PLC,WAND.L,WAND,0,0,GB00BNTY2N01,,BNTY2N0
Duke Royalty Ltd,DUKE.L,DUKE,0,0,JE00B6Y3DV84,,B6Y3DV8
Itaconix PLC,ITXI.L,ITXI,0,0,GG00BYZSSY63,,BYZSSY6
Wishbone Gold PLC,WSBN.L,WSBN,0,0,GB00B84LVH87,,B84LVH8
Good Energy Group PLC,GOODG.L,GOODG,0,0,GI000A2PX455,,BL7BFW9
Ground Rents Income Fund PLC,GRIO.L,GRIO,0,0,GB0033600353,,3360035
Eco Buildings Group PLC,ECOB.L,ECOB,0,0,GB00B715WG26,,B8K0LM4
Mycelx Technologies Corp,MYXM.L,MYXM,0,0,GB00BRJTP124,,BRJTP12
Power Metal Resources PLC,POWP.L,POWP,0,0,US62847T2024,62847T202,B8NZQP4
Direct Line Insurance Group PLC,DLGD.L,DLGD,0,0,GB00BYWJZ743,,BYWJZ74
Blackrock Sustainable American Income Trust PLC,BRSA.L,BRSA,0,0,GB00BY9D0Y18,,BY9D0Y1
Syncona Ltd,SYNCS.L,SYNCS,0,0,GB00B7W0XJ61,,B7W0XJ6
Bluejay Mining PLC,JAY.L,JAY,0,0,GG00B8P59C08,,B8P59C0
Premier African Minerals Ltd,PREM.L,PREM,0,0,GB00BFD3VF20,,BFD3VF2
IG Seismic Services PLC,IGSSq.L,IGSSq,0,0,VGG7223M1005,,B8J4BR2
hVIVO PLC,HVO.L,HVO,0,0,US4495972022,449597202,B8JVFF9
Starwood European Real Estate Finance Ltd,SWEF.L,SWEF,0,0,GB00B9275X97,,B9275X9
Inland ZDP PLC,INLZ_p.L,INLZ_p,0,0,GG00BQWPBM39,,BQWPBM3
SysGroup PLC,SYS.L,SYS,0,0,GB00B99R1Q79,,B99R1Q7
ICG Longbow Senior Secured UK Property Debt Investments Ltd,LBOW.L,LBOW,0,0,GB00BYT18182,,BYT1818
Crest Nicholson Holdings PLC,CRST.L,CRST,0,0,GG00B8C23S81,,B8C23S8
t42 IoT Tracking Solutions PLC,TRAC.L,TRAC,0,0,GB00B8VZXT93,,B8VZXT9
TwentyFour Income Fund Ltd,TFIF.L,TFIF,0,0,JE00BKVDPL34,,BKVDPL3
Target Healthcare REIT PLC,THRLT.L,THRLT,0,0,GG00B90J5Z95,,B90J5Z9
Dekel Agri-Vision Plc,DKLD.L,DKLD,0,0,GB00BJGTLF51,,BJGTLF5
Greencoat UK Wind PLC,UKWG.L,UKWG,0,0,CY0106502111,,BYY9DG7
Cambridge Cognition Holdings PLC,COGC.L,COGC,0,0,GB00B8SC6K54,,B8SC6K5
One Media IP Group PLC,OMIP.L,OMIP,0,0,GB00B8DV9647,,B8DV964
Redcentric PLC,RCN.L,RCN,0,0,GB00B1DRDZ07,,B1DRDZ0
Versarien PLC,VRS.L,VRS,0,0,GB00B7TW1V39,,B7TW1V3
Seplat Energy PLC,SEPL.L,SEPL,0,0,GB00B8YZTJ80,,B8YZTJ8
Coca Cola HBC AG,CCH.L,CCH,0,0,NGSEPLAT0008,,BDFMDD5
Nexteq PLC,NXQ.L,NXQ,0,0,CH0198251305,,B9895B7
Weiss Korea Opportunity Fund Ltd,WKOF.L,WKOF,0,0,GB00B99PCP71,,B99PCP7
International Distributions Services PLC,IDSI.L,IDSI,0,0,GG00B933LL68,,B933LL6
CVC Income & Growth Ltd,CVCG.L,CVCG,0,0,GB00BDVZYZ77,,BDVZYZ7
Falanx Cyber Security Ltd,FCS.L,FCS,0,0,JE00B9MRHZ51,,B9MRHZ5
Ab Dynamics PLC,ABDP.L,ABDP,0,0,VGG3338A1158,,BQ74QK8
Bluefield Solar Income Fund Ltd,BSIF.L,BSIF,0,0,GB00B9GQVG73,,B9GQVG7
Polar Capital Global Financials Trust PLC,PCFT.L,PCFT,0,0,GG00BB0RDB98,,BB0RDB9
Myanmar Investments International Ltd,MILM.L,MILM,0,0,GB00B9XQT119,,B9XQT11
Doric Nimrod Air Three Ltd,DNA3.L,DNA3,0,0,VGG636111004,,BBBSQP6
Globalworth Real Estate Investments Ltd,GWI.L,GWI,0,0,GG00B92LHN58,,B92LHN5
Keywords Studios PLC,KWS.L,KWS,0,0,GG00B979FD04,,B979FD0
Frontier Developments PLC,FDEV.L,FDEV,0,0,GB00BBQ38507,,BBQ3850
Science in Sport PLC,SISS.L,SISS,0,0,GB00BBT32N39,,BBT32N3
Renewables Infrastructure Group Ltd,TRIG.L,TRIG,0,0,GB00BBPV5329,,BBPV532
Myhealthchecked PLC,MHCM.L,MHCM,0,0,GG00BBHX2H91,,BBHX2H9
Plus500 Ltd,PLUSP.L,PLUSP,0,0,GB00BN7K5L93,,BN7K5L9
Gulf Marine Services PLC,GMS.L,GMS,0,0,IL0011284465,,BBT3PS9
Trafalgar Property Group PLC,TRAF.L,TRAF,0,0,GB00BJVWTM27,,BJVWTM2
Union Jack Oil PLC,UJO.L,UJO,0,0,GB00BMGS6031,,BMGS603
B90 Holdings PLC,B90.L,B90,0,0,GB00BLH1S316,,BLH1S31
CentralNic Group Plc,CNIC.L,CNIC,0,0,IM00BYT32K14,,BYT32K1
Bluerock Diamonds PLC,BRD.L,BRD,0,0,GB00BCCW4X83,,BCCW4X8
Netscientific PLC,NSCI.L,NSCI,0,0,GB00BKKJK954,,BKKJK95
Foxtons Group PLC,FOXT.L,FOXT,0,0,GB00BN4R5Q82,,BN4R5Q8
Iog PLC,IOG.L,IOG,0,0,GB00BCKFY513,,BCKFY51
DP Aircraft I Ltd,DPAD.L,DPAD,0,0,GB00BF49WF64,,BF49WF6
Riverstone Energy Ltd,RSER.L,RSER,0,0,GG00BBP6HP33,,BBP6HP3
Kromek Group PLC,KMK.L,KMK,0,0,GG00BBHXCL35,,BBHXCL3
TCS Group Holding PLC,TCSq.L,TCSq,0,0,GB00BD7V5D43,,BD7V5D4
Everyman Media Group PLC,EMANE.L,EMANE,0,0,US87238U2033,87238U203,BF233S0
Foresight Solar Fund Ltd,FSFL.L,FSFL,0,0,GB00BFH55S51,,BFH55S5
Brave Bison Group PLC,BBSN.L,BBSN,0,0,JE00BD3QJR55,,BD3QJR5
Just Group PLC,JUSTJ.L,JUSTJ,0,0,GB00BF8HJ774,,BF8HJ77
Brighton Pier Group PLC,PIER.L,PIER,0,0,GB00BCRX1J15,,BCRX1J1
Tritax Big Box Reit PLC,BBOXT.L,BBOXT,0,0,GB00BG49KW66,,BG49KW6
Safestyle UK PLC,SFES.L,SFES,0,0,GB00BG49KP99,,BG49KP9
Nationwide Building Society,NBS.L,NBS,0,0,JE00BGP63272,,BGP6327
Property Franchise Group PLC,TPFG.L,TPFG,0,0,GB00BBQ33664,,BBQ3366
Benchmark Holdings PLC,BMKB.L,BMKB,0,0,GB00BH0WFH67,,BH0WFH6
Kodal Minerals PLC,KOD.L,KOD,0,0,GB00BGHPT808,,BGHPT80
Co-Operative Group Ltd,42TE.L,42TE,0,0,GB00BH3X7Y70,,BH3X7Y7
Venture Life Group PLC,VLG.L,VLG,0,0,GB00BFXW0630,,BFXW063
Actual Experience PLC,ACTA.L,ACTA,0,0,GB00BFPM8908,,BFPM890
NextEnergy Solar Fund Ltd,NESF.L,NESF,0,0,GB00BJ05QC14,,BJ05QC1
Saga PLC,SAGA.L,SAGA,0,0,GG00BJ0JVY01,,BJ0JVY0
Niox Group PLC,NIOX.L,NIOX,0,0,GB00BMX64W89,,BMX64W8
Pets at Home Group PLC,PETSP.L,PETSP,0,0,GB00BJVD3B28,,BJVD3B2
SIMEC Atlantis Energy Ltd,SAE.L,SAE,0,0,GB00BJ62K685,,BJ62K68
DX (Group) PLC,DXDX.L,DXDX,0,0,SG9999011118,,BJ0XKM3
JLEN Environmental Assets Group Ltd,JLEN.L,JLEN,0,0,GB00BJTCG679,,BJTCG67
McColl's Retail Group PLC,MCLSM.L,MCLSM,0,0,GG00BJL5FH87,,BJL5FH8
AO World plc,AO.L,AO,0,0,GB00BJ3VW957,,BJ3VW95
Xeros Technology Group PLC,XSG.L,XSG,0,0,GB00BJTNFH41,,BJTNFH4
Scholium Group PLC,SCHOS.L,SCHOS,0,0,GB00BMGYBJ57,,BMGYBJ5
GRIT Investment Trust PLC,GRIT.L,GRIT,0,0,GB00BJYS2173,,BJYS217
TwentyFour Select Monthly Income Fund Ltd,SMIF.L,SMIF,0,0,GB00BL594W83,,BL594W8
Mosman Oil and Gas Ltd,MSMN.L,MSMN,0,0,GG00BJVDZ946,,BJVDZ94
XLMedia PLC,XLM.L,XLM,0,0,AU0000XINET1,,BJ365T1
boohoo group plc,BOOH.L,BOOH,0,0,JE00BH6XDL31,,BH6XDL3
Tekcapital PLC,TEKT.L,TEKT,0,0,JE00BG6L7297,,BG6L729
Genuit Group PLC,GENG.L,GENG,0,0,GB00BKXGY798,,BKXGY79
Haydale Graphene Industries PLC,HAYD.L,HAYD,0,0,GB00BKRC5K31,,BKRC5K3
Custodian Property Income REIT plc,CREI.L,CREI,0,0,GB00BKWQ1135,,BKWQ113
Eagle Eye Solutions Group PLC,EYE.L,EYE,0,0,GB00BJFLFT45,,BJFLFT4
Safestay PLC,SSTY.L,SSTY,0,0,GB00BKF1YD83,,BKF1YD8
NAHL Group PLC,NAH.L,NAH,0,0,GB00BKT0J702,,BKT0J70
Rosslyn Data Technologies PLC,RDTR.L,RDTR,0,0,GB00BM7S2W63,,BM7S2W6
Bioventix PLC,BVXP.L,BVXP,0,0,GB00BKX5CP01,,BKX5CP0
Card Factory PLC,CARDC.L,CARDC,0,0,GB00B4QVDF07,,B4QVDF0
Fireangel Safety Technology Group PLC,FA.L,FA,0,0,GB00BLY2F708,,BLY2F70
Limitless Earth PLC,LMEL.L,LMEL,0,0,GB0030508757,,3050875
Shoe Zone PLC,SHOE.L,SHOE,0,0,GB00BKXP5L71,,BKXP5L7
Tremor International Ltd,TRMR.L,TRMR,0,0,GB00BLTVCF91,,BLTVCF9
OSB Group PLC,OSBO.L,OSBO,0,0,IL0011320343,,BM7RZM4
Flowtech Fluidpower PLC,FLOL.L,FLOL,0,0,GB00BLDRH360,,BLDRH36
Empiric Student Property PLC,ESP.L,ESP,0,0,GB00BM4NR742,,BM4NR74
Fair Oaks Income Ltd,FA17.L,FA17,0,0,GB00BLWDVR75,,BLWDVR7
FDM Group (Holdings) PLC,FDM.L,FDM,0,0,GG00BRZRXM78,,BRZRXM7
B&M European Value Retail SA,BMEB.L,BMEB,0,0,GB00BLWDVP51,,BLWDVP5
Volution Group PLC,FAN.L,FAN,0,0,LU1072616219,,BMTRW10
Ergomed PLC,ERGO.L,ERGO,0,0,GB00BN3ZZ526,,BN3ZZ52
On The Beach Group PLC,OTB.L,OTB,0,0,GB00BN7ZCY67,,BN7ZCY6
SSP Group PLC,SSPG.L,SSPG,0,0,GB00BYM1K758,,BYM1K75
SLF Realisation Fund Ltd,SLFR.L,SLFR,0,0,GB00BGBN7C04,,BGBN7C0
Nostrum Oil & Gas PLC,NOGN.L,NOGN,0,0,GG00BN56JF17,,BN56JF1
Spire Healthcare Group PLC,SPI.L,SPI,0,0,GB00BQVVS097,,BQVVS09
Smoove PLC,SMV.L,SMV,0,0,GB00BNLPYF73,,BNLPYF7
Blackstone Loan Financing Ltd,BGLF.L,BGLF,0,0,GB00BNG8T458,,BNG8T45
Epwin Group PLC,EPWN.L,EPWN,0,0,JE00BNCB5T53,,BNCB5T5
Savannah Energy PLC,SAVES.L,SAVES,0,0,GB00BNGY4Y86,,BNGY4Y8
Equals Group PLC,EQLS.L,EQLS,0,0,GB00BP41S218,,BP41S21
Intelligent Ultrasound Group PLC,IUG.L,IUG,0,0,GB00BLS0XX25,,BLS0XX2
Heiq PLC,HEIQ.L,HEIQ,0,0,GB00BN791Q39,,BN791Q3
Aquila Services Group PLC,AQSG.L,AQSG,0,0,GB00BN2CJ299,,BN2CJ29
Softcat PLC,SCTS.L,SCTS,0,0,GB00BPYP3Q26,,BPYP3Q2
Gamma Communications PLC,GAMA.L,GAMA,0,0,GB00BYZDVK82,,BYZDVK8
C4X Discovery Holdings PLC,C4XD.L,C4XD,0,0,GB00BQS10J50,,BQS10J5
Ediston Property Investment Company PLC,EPICE.L,EPICE,0,0,GB00B9F8VG44,,
Nanosynth Group PLC,NNNN.L,NNNN,0,0,GB00BQQ2RV18,,BQQ2RV1
Mortgage Advice Bureau (Holdings) PLC,MAB1.L,MAB1,0,0,GB00BNGMZB68,,BNGMZB6
Quartix Technologies PLC,QTX.L,QTX,0,0,GB00BFX0ZN92,,BFX0ZN9
Fevertree Drinks PLC,FEVR.L,FEVR,0,0,GB00BQSBH502,,BQSBH50
River and Mercantile UK Micro Cap Investment Company Ltd,RMMC.L,RMMC,0,0,GB00BLZH2C83,,BLZH2C8
Focusrite PLC,TUNE.L,TUNE,0,0,GB00BRJ9BJ26,,BRJ9BJ2
Gfinity PLC,GFIN.L,GFIN,0,0,GG00BNDMJP11,,BNDMJP1
Axiom European Financial Debt Fund Ltd,AXI.L,AXI,0,0,GB00BSBMW716,,BSBMW71
Mercia Asset Management PLC,MERCM.L,MERCM,0,0,GB00BT9QD572,,BT9QD57
Atlantic Lithium Ltd,ALLA.L,ALLA,0,0,GG00BTC2K735,,BTC2K73
Evgen Pharma PLC,EVG.L,EVG,0,0,GB00BSL71W47,,BSL71W4
Indivior PLC,INDV.L,INDV,0,0,AU0000237554,,BPWBM76
Redx Pharma PLC,REDX.L,REDX,0,0,GB00BSVYN304,,BSVYN30
Integrated Diagnostics Holdings PLC,IDHC.L,IDHC,0,0,GB00BN4HT335,,BN4HT33
Vox Valor Capital Ltd,VOXV.L,VOXV,0,0,GB00BSNB6S51,,BSNB6S5
HSS Hire Group PLC,HSS.L,HSS,0,0,JE00BLKGSR75,,BLKGSR7
SCS Group PLC,SCSS.L,SCSS,0,0,KYG9507A1094,,BMYZ8T9
Kinovo PLC,KINO.L,KINO,0,0,GB00BVFD4645,,BVFD464
VPC Specialty Lending Investments PLC,VSLV.L,VSLV,0,0,GB00BRF0TJ56,,BRF0TJ5
Eurocell PLC,ECEL.L,ECEL,0,0,GB00BV9GHQ09,,BV9GHQ0
Wizz Air Holdings PLC,WIZZ.L,WIZZ,0,0,GB00BVG6X439,,BVG6X43
Non-Standard Finance PLC,NSF.L,NSF,0,0,GB00BSKS1M86,,
DFS Furniture PLC,DFSD.L,DFSD,0,0,GB00BVV2KN49,,BVV2KN4
Schroders Capital Global Innovation Trust PLC,INOV.L,INOV,0,0,JE00BN574F90,,BN574F9
Cindrigo Holdings Ltd,CINH.L,CINH,0,0,GB00BRJ6JV17,,BRJ6JV1
Revolution Bars Group PLC,RBG.L,RBG,0,0,GB00BTC0LB89,,BTC0LB8
Sequoia Economic Infrastructure Income Fund Ltd,SEQI.L,SEQI,0,0,GB00BVG1CF25,,BVG1CF2
Auto Trader Group PLC,AUTOA.L,AUTOA,0,0,GG00BV0LCK35,,BV0LCK3
Zegona Communications PLC,ZEG.L,ZEG,0,0,GB00BVDPPV41,,BVDPPV4
Chill Brands Group PLC,CHLL.L,CHLL,0,0,GG00BV54HY67,,BV54HY6
Windar Photonics PLC,WPHO.L,WPHO,0,0,GB00BVYVFW23,,BVYVFW2
Miton UK MicroCap Trust PLC,MINI.L,MINI,0,0,GB00BWC4X262,,BWC4X26
Metro Bank Holdings PLC,MTRO.L,MTRO,0,0,GB00BTFR4F17,,BTFR4F1
Curtis Banks Group PLC,CBP.L,CBP,0,0,GB00BQVC9S79,,BQVC9S7
Katoro Gold PLC,KATK.L,KATK,0,0,GB00BWFGQ085,,BWFGQ08
Amedeo Air Four Plus Ltd,AA4A.L,AA4A,0,0,GB00BMX3W479,,BMX3W47
KCR Residential REIT PLC,KCR.L,KCR,0,0,GB00BW0D4R71,,BW0D4R7
AEW UK REIT PLC,AEWU.L,AEWU,0,0,GB00BSNBL022,,BSNBL02
Chenavari Toro Income Fund Ltd,TORO.L,TORO,0,0,GG00BNDVLS54,,BNDVLS5
Bigblu Broadband PLC,BBB.L,BBB,0,0,GB00BYWK1Q82,,BYWK1Q8
Gateley (Holdings) PLC,GTLY.L,GTLY,0,0,GB00BWD24154,,BWD2415
Phoenix Spree Deutschland Ltd,PSDL.L,PSDL,0,0,GG00BWBSDM98,,BWBSDM9
Gear4music (Holdings) PLC,G4M.L,G4M,0,0,GB00BD5JMP10,,BD5JMP1
Apax Global Alpha Ltd,APAX.L,APAX,0,0,GB00BXB07J71,,BXB07J7
PureTech Health PLC,PRTC.L,PRTC,0,0,JE00B248KJ21,,BVG2VP8
Cairn Homes PLC,CRN.L,CRN,0,0,GB00BW9PJQ87,,BW9PJQ8
Assura PLC,AGRP.L,AGRP,0,0,GG00BWWYMV85,,BWWYMV8
Investec Bank PLC,IM88.L,IM88,0,0,GB00BY2Z0H74,,BY2Z0H7
Orchard Funding Group PLC,ORCH.L,ORCH,0,0,IE00BWY4ZF18,,BWY4ZF1
Kainos Group PLC,KNOS.L,KNOS,0,0,GB00BVGBWW93,,BVGBWW9
Ossiam Shiller Barclays CAPE US Sector Val TR 1CU,OSCAPU.L,OSCAPU,0,0,XS1246232604,,BZ0CSG2
Menhaden Resource Efficiency PLC,MHN.L,MHN,0,0,GB00BYZFM569,,BYZFM56
Everest Global PLC,EVST.L,EVST,0,0,GB00BZ0D6727,,BZ0D672
GYM Group PLC,GYM.L,GYM,0,0,LU1079841513,,BYMWWF0
Harvest Minerals Ltd,HMI.L,HMI,0,0,GB00BZ0XWD04,,BZ0XWD0
Secured Income Fund PLC,SSIF.L,SSIF,0,0,GB00BKBS0353,,BKBS035
Faron Pharmaceuticals Oy,FARN.L,FARN,0,0,GB00BZBX0P70,,BZBX0P7
Alternative Liquidity Fund Ltd,ALFAL.L,ALFAL,0,0,AU000XINEAB4,,BD82HN0
Ibstock PLC,IBST.L,IBST,0,0,GB00BYMK5S87,,BYMK5S8
GCP Asset Backed Income Fund Ltd,GABIG.L,GABIG,0,0,FI4000153309,,BYMKYR0
Upland Resources Ltd,UPL.L,UPL,0,0,GG00BYRGPD65,,BYRGPD6
Hostelworld Group PLC,HSW.L,HSW,0,0,GB00BYXJC278,,BYXJC27
Regional REIT Ltd,RGLR.L,RGLR,0,0,JE00BYXX8B08,,BYXX8B0
Hemogenyx Pharmaceuticals PLC,HEMO.L,HEMO,0,0,JE00BJXN4P16,,BJXN4P1
United Oil & Gas PLC,UOGU.L,UOGU,0,0,GB00BYYN4225,,BYYN422
Sealand Capital Galaxy Ltd,SCGL.L,SCGL,0,0,GG00BYV2ZQ34,,BYV2ZQ3
Melrose Industries PLC,MRON.L,MRON,0,0,GB00BYX3WZ24,,BYX3WZ2
Bluebird Merchant Ventures Ltd,BMV.L,BMV,0,0,GB00BYX0MB92,,BYX0MB9
Schroder European Real Estate Investment Trust PLC,SERE.L,SERE,0,0,KYG7948E1026,,BYM2LM0
Molten Ventures PLC,GROW.L,GROW,0,0,GB00BNGDN821,,BNGDN82
European Metals Holdings Ltd,EMHE.L,EMHE,0,0,VGG118701058,,BYN4G53
CC Japan Income and Growth Trust PLC,CCJI.L,CCJI,0,0,GB00BY7R8K77,,BY7R8K7
Virgin Money UK PLC,VMUK.L,VMUK,0,0,GB00BY7QYJ50,,BY7QYJ5
Angus Energy PLC,ANGSA.L,ANGSA,0,0,VGG3191T1021,,BD03B84
Nuformix PLC,NFXN.L,NFXN,0,0,GB00BYSRMH16,,BYSRMH1
Pollen Street PLC,POLNP.L,POLNP,0,0,GB00BD6GN030,,BD6GN03
Ascential PLC,ASCL.L,ASCL,0,0,GB00BYWKC989,,BYWKC98
daVictus plc,DVTD.L,DVTD,0,0,GB00BYW79Y38,,BYW79Y3
CMC Markets PLC,CMCX.L,CMCX,0,0,GB00BYZV3G25,,BYZV3G2
Shield Therapeutics PLC,STXS.L,STXS,0,0,GB00BYM8GJ06,,BYM8GJ0
Yu Group PLC,YU.L,YU,0,0,JE00BYY5RQ34,,BYY5RQ3
Cerillion PLC,CER.L,CER,0,0,GB00B14SKR37,,B14SKR3
Calculus VCT PLC,CLCCA.L,CLCCA,0,0,GB00BYV81293,,BYV8129
Watkin Jones PLC,WJG.L,WJG,0,0,GB00BYQDPD80,,BYQDPD8
Marlowe PLC,MRLM.L,MRLM,0,0,GB00BYYX6C66,,BYYX6C6
Hotel Chocolat Group PLC,HOTC.L,HOTC,0,0,GB00BYQPF348,,BYQPF34
Forterra PLC,FORT.L,FORT,0,0,GB00BD6RF223,,BD6RF22
Urban Logistics Reit PLC,SHED.L,SHED,0,0,GB00BD8SLV43,,BD8SLV4
Osirium Technologies PLC,OSIO.L,OSIO,0,0,GB00BYZC3B04,,BYZC3B0
Oncimmune Holdings PLC,ONCON.L,ONCON,0,0,GB00BYYW3C20,,BYYW3C2
Midwich Group PLC,MIDWM.L,MIDWM,0,0,GB00BYV8MN78,,BYV8MN7
Time Out Group PLC,TMOT.L,TMOT,0,0,GB00BZ58DH10,,BZ58DH1
